word,order_id,seller_state,count,english,sentiment,specificity
bom,fb8c006ccc9a5c06f63dc31bb472daf6,SP,1,good,POSITIVE,13.5
fiz,fb8c006ccc9a5c06f63dc31bb472daf6,SP,1,I-made-complaint,NEGATIVE,4.0
prazo,433a9459ece4c6083b2aa89b2480a1a8,SP,1,on-time,POSITIVE,5.6
chegou,db7698489d1a82bb9b7d8220eae5f708,SP,1,arrived,POSITIVE,2.5
recomendo,db7698489d1a82bb9b7d8220eae5f708,SP,1,recommend,POSITIVE,8.1
super,db7698489d1a82bb9b7d8220eae5f708,SP,1,super,POSITIVE,16.4
prazo,b26d0e4b269b9370121538ab116bb04a,SP,1,on-time,POSITIVE,5.6
recomendo,b26d0e4b269b9370121538ab116bb04a,SP,1,recommend,POSITIVE,8.1
previsto,b26d0e4b269b9370121538ab116bb04a,SP,1,expected,POSITIVE,10.3
bom,6334bc047d9d52c079c55aa36e1ea593,SP,1,good,POSITIVE,13.5
super,c84e2530cbce4be46027e60d09141460,SP,1,super,POSITIVE,16.4
embalado,c84e2530cbce4be46027e60d09141460,SP,1,well-packed,POSITIVE,11.0
qualidade,455283c5e3bdcef4ead05938fa665e79,SP,1,quality,POSITIVE,3.6
contato,43879d5f6ffdb1c8f3a9c4a4f2ffe548,SP,1,no-contact,NEGATIVE,12.0
aguardo,43879d5f6ffdb1c8f3a9c4a4f2ffe548,SP,1,waiting,NEGATIVE,11.0
bom,f6044945e005e4b173972736e3917bf4,SP,1,good,POSITIVE,13.5
qualidade,fea4df6f0bd3b6a85cfe1555dad66203,MG,1,quality,POSITIVE,3.6
prazo,bd1e486b080a92e66f91c5486282422f,MG,1,on-time,POSITIVE,5.6
recomendo,bd1e486b080a92e66f91c5486282422f,MG,1,recommend,POSITIVE,8.1
chegou,195070d2d0eb1da7d93b958bce36d1ef,SP,1,arrived,POSITIVE,2.5
gostei,195070d2d0eb1da7d93b958bce36d1ef,SP,1,liked,POSITIVE,4.1
pedi,e8c92cfd87f5f0c6d2fc5bc1df5f02b4,SC,1,pedi,NEGATIVE,4.7
somente,e8c92cfd87f5f0c6d2fc5bc1df5f02b4,SC,1,somente,NEGATIVE,4.5
bom,baa356809d65f9a3e5eef9a8a51c1f22,SP,1,good,POSITIVE,13.5
recomendo,baa356809d65f9a3e5eef9a8a51c1f22,SP,1,recommend,POSITIVE,8.1
prazo,b8297ee8722ce94cc9a2e9263124cd36,SP,1,on-time,POSITIVE,5.6
chegou,b8297ee8722ce94cc9a2e9263124cd36,SP,1,arrived,POSITIVE,2.5
satisfeita,b8297ee8722ce94cc9a2e9263124cd36,SP,1,satisfied,POSITIVE,15.1
conforme,a9c199030066f7ca5241ce61d8eae23d,SP,1,as-expected,POSITIVE,4.3
qualidade,7828e49a0881db0def748546e4b2c8dc,MG,1,quality,POSITIVE,3.6
boa,7828e49a0881db0def748546e4b2c8dc,MG,1,good(f),POSITIVE,4.9
gostei,a437e36732c69e10d37e63bacbb1fe38,SP,1,liked,POSITIVE,4.1
atendimento,a437e36732c69e10d37e63bacbb1fe38,SP,1,atendimento,POSITIVE,4.1
aguardando,2ce48a416ec4c72a129f73b550eecdbe,MG,1,still-waiting,NEGATIVE,10.9
prazo,809d874fcf0f3327664fd7eefe923676,SP,1,on-time,POSITIVE,5.6
comprar,737a2768fd261ef8391251a0ccbf150a,SP,1,buy-again,POSITIVE,3.1
quero,3f237a4d4808dafcc954a7667cd0ad0a,SP,1,I-want-refund,NEGATIVE,12.0
errado,3f237a4d4808dafcc954a7667cd0ad0a,SP,1,wrong,NEGATIVE,7.2
troca,3f237a4d4808dafcc954a7667cd0ad0a,SP,1,exchange,NEGATIVE,6.1
recomendo,3c3a231d25bdc9110e295bd809ac5e08,MG,1,recommend,POSITIVE,8.1
qualidade,3c3a231d25bdc9110e295bd809ac5e08,MG,1,quality,POSITIVE,3.6
boa,3c3a231d25bdc9110e295bd809ac5e08,MG,1,good(f),POSITIVE,4.9
chegou,731739da258b5bf19d913f4c7dc53a3f,SP,1,arrived,POSITIVE,2.5
embalado,731739da258b5bf19d913f4c7dc53a3f,SP,1,well-packed,POSITIVE,11.0
prazo,fc9bc4bac939adaa600ad59dee9a106f,SP,1,on-time,POSITIVE,5.6
satisfeito,6a0d7306e3f0cccd85e8bffa052d05ac,SP,1,satisfeito,POSITIVE,24.9
chegou,f5c44d261c4019b41901de79a7312376,SP,1,arrived,POSITIVE,2.5
qualidade,f5c44d261c4019b41901de79a7312376,SP,1,quality,POSITIVE,3.6
previsto,f5c44d261c4019b41901de79a7312376,SP,1,expected,POSITIVE,10.3
bom,c879afbc0d85767d560c8ba52481a01d,SP,1,good,POSITIVE,13.5
atendimento,c879afbc0d85767d560c8ba52481a01d,SP,1,atendimento,POSITIVE,4.1
prazo,3a39e6f440a811e9d4ad1bf47dd6c14d,SP,1,on-time,POSITIVE,5.6
dentro,3a39e6f440a811e9d4ad1bf47dd6c14d,SP,1,within,POSITIVE,5.8
embalado,3a39e6f440a811e9d4ad1bf47dd6c14d,SP,1,well-packed,POSITIVE,11.0
lindo,3a39e6f440a811e9d4ad1bf47dd6c14d,SP,1,beautiful,POSITIVE,41.8
cor,3a39e6f440a811e9d4ad1bf47dd6c14d,SP,1,cor,NEGATIVE,2.1
pedi,1a5c3dad7f8ccf75ce213a3726a25af2,MG,1,pedi,NEGATIVE,4.7
entregaram,1a5c3dad7f8ccf75ce213a3726a25af2,MG,1,entregaram,NEGATIVE,2.5
prazo,93ad4e26ffd4ddd84ce5656128ecfefc,PR,1,on-time,POSITIVE,5.6
prazo,03953c6f8f398530d8847bf6000ffa78,SP,1,on-time,POSITIVE,5.6
prazo,93d02f5f55e689031c89bf0162e50fc9,SP,1,on-time,POSITIVE,5.6
chegou,93d02f5f55e689031c89bf0162e50fc9,SP,1,arrived,POSITIVE,2.5
qualidade,324a951e8ca7c94fc8aef5cde703441a,SP,1,quality,POSITIVE,3.6
recomendo,98576d430a6b6a1f2354a144cacc5940,SP,1,recommend,POSITIVE,8.1
satisfeito,98576d430a6b6a1f2354a144cacc5940,SP,1,satisfeito,POSITIVE,24.9
obrigado,98576d430a6b6a1f2354a144cacc5940,SP,1,thank-you,POSITIVE,9.7
chegou,c8c984c9e6372f6680ea8945d09c589b,SP,1,arrived,POSITIVE,2.5
embalado,c8c984c9e6372f6680ea8945d09c589b,SP,1,well-packed,POSITIVE,11.0
prazo,5e524bb81ff2ff0d50ebd32cb30c04e4,SP,1,on-time,POSITIVE,5.6
conforme,db0bef559aa4eeff3bec3e8268318c33,SC,1,as-expected,POSITIVE,4.3
chegou,a806770e48c22cc0c2607982f3e87e30,BA,1,arrived,POSITIVE,2.5
recomendo,a806770e48c22cc0c2607982f3e87e30,BA,1,recommend,POSITIVE,8.1
prazo,43e99f3020b420b8aff15449ff4f7561,SP,1,on-time,POSITIVE,5.6
prazo,afced00eb2f0134a2c5173999ca5086d,RJ,1,on-time,POSITIVE,5.6
chegou,afced00eb2f0134a2c5173999ca5086d,RJ,1,arrived,POSITIVE,2.5
satisfeito,afced00eb2f0134a2c5173999ca5086d,RJ,1,satisfeito,POSITIVE,24.9
correto,afced00eb2f0134a2c5173999ca5086d,RJ,1,correto,POSITIVE,4.2
hoje,c4c643aeb02923c77740ba7cd42005bb,SP,1,hoje,NEGATIVE,7.1
prazo,d37e5fd46260d155c82da890cb64e7c9,SP,1,on-time,POSITIVE,5.6
dentro,d37e5fd46260d155c82da890cb64e7c9,SP,1,within,POSITIVE,5.8
chegou,a96ff70398f289756fde50d1e0ed62bb,SP,1,arrived,POSITIVE,2.5
lindo,a96ff70398f289756fde50d1e0ed62bb,SP,1,beautiful,POSITIVE,41.8
conforme,7ae297a5353312db3c47746c3b1a8527,PR,1,as-expected,POSITIVE,4.3
contato,140ae5224df379e09df7cdf376070834,SP,1,no-contact,NEGATIVE,12.0
fiz,119db78602ec4f8cdb8aa475c1fbf655,SP,1,I-made-complaint,NEGATIVE,4.0
hoje,119db78602ec4f8cdb8aa475c1fbf655,SP,1,hoje,NEGATIVE,7.1
bom,8b2ed16ccb403e3e784b6399b8650648,SP,1,good,POSITIVE,13.5
otimo,bd2909853756962cac320dd9c00dc8b1,SP,1,great,POSITIVE,40.4
excelente,c86817562aff5741e8cceb3f8b6a6108,MG,1,excellent,POSITIVE,91.3
recomendo,1c4f77cb28067456e266e0660dd20bdb,SP,1,recommend,POSITIVE,8.1
atendimento,1c4f77cb28067456e266e0660dd20bdb,SP,1,atendimento,POSITIVE,4.1
satisfeito,1c4f77cb28067456e266e0660dd20bdb,SP,1,satisfeito,POSITIVE,24.9
amei,62f71f81ef15beda4132f1d92528a59f,SP,1,loved-it,POSITIVE,119.8
recomendo,192162688f179d526243e303ed01abe6,PR,1,recommend,POSITIVE,8.1
qualidade,192162688f179d526243e303ed01abe6,PR,1,quality,POSITIVE,3.6
chegou,18248821ee955752db5292194e4b6970,SC,2,arrived,POSITIVE,2.5
satisfeito,9065442ba82e20a8ec900872056f9b35,MG,1,satisfeito,POSITIVE,24.9
recomendo,5d00299f340746f1a331c674d4fbb211,SP,1,recommend,POSITIVE,8.1
prazo,e33cd806dc139902dbd4f1e2bb2d1775,SP,1,on-time,POSITIVE,5.6
obrigado,e33cd806dc139902dbd4f1e2bb2d1775,SP,1,thank-you,POSITIVE,9.7
prazo,6a5b5b3fdbfa3701498dcddf6979dff4,BA,1,on-time,POSITIVE,5.6
excelente,9aa0695aafd26e856023e7dc62d3d878,SP,1,excellent,POSITIVE,91.3
bom,9eb9610a7e3c04e7ab0298d704c383dc,MG,1,good,POSITIVE,13.5
nem,99c8af04316c292e23ca57d8917db2ad,SP,1,not-even,NEGATIVE,9.2
contato,de28a54bc18433e783cbc37da59763e1,SP,1,no-contact,NEGATIVE,12.0
bom,7c1e94ae4c4305fa26db7da2d6749b36,SP,1,good,POSITIVE,13.5
prazo,2299befc86b7b31fc23dcba911582355,SP,1,on-time,POSITIVE,5.6
perfeito,2299befc86b7b31fc23dcba911582355,SP,1,perfect,POSITIVE,48.0
chegou,d73056e2f26b5d40f0b94c8a4ab36f37,SP,1,arrived,POSITIVE,2.5
super,d73056e2f26b5d40f0b94c8a4ab36f37,SP,1,super,POSITIVE,16.4
perfeito,d73056e2f26b5d40f0b94c8a4ab36f37,SP,1,perfect,POSITIVE,48.0
embalado,d73056e2f26b5d40f0b94c8a4ab36f37,SP,1,well-packed,POSITIVE,11.0
hoje,64e7e99b049c3cdd89c7fa89dc162154,SP,1,hoje,NEGATIVE,7.1
quero,fd18144a7f23df9342113fdc1f130213,SP,1,I-want-refund,NEGATIVE,12.0
defeito,fd18144a7f23df9342113fdc1f130213,SP,1,defective,NEGATIVE,4.2
dois,b5b411510c27795418ac5808a30054e0,SP,2,dois,NEGATIVE,5.5
prazo,cf44876bfd55ae8410f52472df9007fb,SP,1,on-time,POSITIVE,5.6
recomendo,cf44876bfd55ae8410f52472df9007fb,SP,1,recommend,POSITIVE,8.1
gostei,cf44876bfd55ae8410f52472df9007fb,SP,1,liked,POSITIVE,4.1
bom,9afd8793167c97876e93424de3f01498,PR,1,good,POSITIVE,13.5
recomendo,9afd8793167c97876e93424de3f01498,PR,1,recommend,POSITIVE,8.1
otimo,9afd8793167c97876e93424de3f01498,PR,1,great,POSITIVE,40.4
prazo,a733dd756bea706319508beaf3873a3c,SP,1,on-time,POSITIVE,5.6
chegou,a733dd756bea706319508beaf3873a3c,SP,1,arrived,POSITIVE,2.5
recomendo,a733dd756bea706319508beaf3873a3c,SP,1,recommend,POSITIVE,8.1
gostei,a733dd756bea706319508beaf3873a3c,SP,1,liked,POSITIVE,4.1
perfeito,a733dd756bea706319508beaf3873a3c,SP,1,perfect,POSITIVE,48.0
bom,9a9958a5b85d3a8dc6b52dd8c79b516b,PR,1,good,POSITIVE,13.5
prazo,5210cc27d1cb0011f4a1124f5507e163,SP,1,on-time,POSITIVE,5.6
chegou,5210cc27d1cb0011f4a1124f5507e163,SP,1,arrived,POSITIVE,2.5
fiscal,a51878c7b567d6bb29abf33bbbd80c24,RJ,1,fiscal,NEGATIVE,4.8
otimo,d1902896db97466b224147cda743f3a8,SP,1,great,POSITIVE,40.4
bom,20f00734b9cedbed78661618c0deb7fd,SP,1,good,POSITIVE,13.5
prazo,55f33d1440ed529bf23f7b92248c149e,SP,1,on-time,POSITIVE,5.6
chegou,55f33d1440ed529bf23f7b92248c149e,SP,1,arrived,POSITIVE,2.5
recomendo,ad18be9bebe6d2b6b02b38f8da9e08d3,SP,1,recommend,POSITIVE,8.1
recomendo,cadea13175cc1434c96265941592ab7b,SP,1,recommend,POSITIVE,8.1
previsto,cadea13175cc1434c96265941592ab7b,SP,1,expected,POSITIVE,10.3
recomendo,c4a75a6df3e234dd684c7a6dd7e7b1ac,SP,1,recommend,POSITIVE,8.1
qualidade,c4a75a6df3e234dd684c7a6dd7e7b1ac,SP,1,quality,POSITIVE,3.6
excelente,c4a75a6df3e234dd684c7a6dd7e7b1ac,SP,1,excellent,POSITIVE,91.3
qualidade,4cea9fef44b64122adf9656dc4980708,RS,1,quality,POSITIVE,3.6
receber,b02cdf25c3ec98d2a8c9c0906981e3af,SP,1,yet-to-receive,NEGATIVE,4.7
otimo,daf0e5a480cf841aaad91caf8783080e,SP,1,great,POSITIVE,40.4
paguei,929ccb6e3021ed4afe8860fe50791967,SP,1,I-paid-for,NEGATIVE,9.6
diferente,929ccb6e3021ed4afe8860fe50791967,SP,1,different-item,NEGATIVE,6.3
pedi,929ccb6e3021ed4afe8860fe50791967,SP,1,pedi,NEGATIVE,4.7
gostei,82e5aab7d622b1d4261097b4299d02b9,SP,1,liked,POSITIVE,4.1
atendimento,82e5aab7d622b1d4261097b4299d02b9,SP,1,atendimento,POSITIVE,4.1
recomendo,56286095ef8730771df8d223978236ed,SP,1,recommend,POSITIVE,8.1
recomendo,0886b681f437971243d241ece6cf21d9,SP,1,recommend,POSITIVE,8.1
obrigado,0886b681f437971243d241ece6cf21d9,SP,1,thank-you,POSITIVE,9.7
qualidade,a4b79dbc2ad1b141dcc00a17f2450a11,SP,1,quality,POSITIVE,3.6
prazo,e8e21586b31c90547aeb4686100f768e,MG,1,on-time,POSITIVE,5.6
pedi,cd74cd8f3a1445a29e098dcac4cc8d11,SP,1,pedi,NEGATIVE,4.7
troca,cd74cd8f3a1445a29e098dcac4cc8d11,SP,1,exchange,NEGATIVE,6.1
paguei,919f7b191b8ebc3ee9ab62e05ae3b2bb,SC,1,I-paid-for,NEGATIVE,9.6
gostei,2c32c27817772197b08f759c6802a9b7,ES,1,liked,POSITIVE,4.1
prazo,28d14a9fb1c0c5e0667fd9ed3834eb5e,DF,1,on-time,POSITIVE,5.6
bom,28d14a9fb1c0c5e0667fd9ed3834eb5e,DF,1,good,POSITIVE,13.5
recomendo,9fce32b2462806d89f08af02712223fd,RS,1,recommend,POSITIVE,8.1
gostei,9fce32b2462806d89f08af02712223fd,RS,1,liked,POSITIVE,4.1
recomendo,cd746a0e172f3aac198180760cc21a8e,SP,1,recommend,POSITIVE,8.1
falta,2a903dd5e53423b47484fd2130e2b6c3,SP,1,falta,NEGATIVE,5.3
bom,39686ff32951169c125d4f2bf5666774,MG,1,good,POSITIVE,13.5
amei,39686ff32951169c125d4f2bf5666774,MG,1,loved-it,POSITIVE,119.8
recomendo,a90ba85d1c3ec461d94c0a26cbe4d051,SP,1,recommend,POSITIVE,8.1
comprar,a90ba85d1c3ec461d94c0a26cbe4d051,SP,1,buy-again,POSITIVE,3.1
nem,a90ba85d1c3ec461d94c0a26cbe4d051,SP,1,not-even,NEGATIVE,9.2
dinheiro,a90ba85d1c3ec461d94c0a26cbe4d051,SP,1,money-back,NEGATIVE,31.2
qualidade,d9ab642e5dd85a1f2bb53c6c546fa575,RJ,1,quality,POSITIVE,3.6
prazo,60b90d12b2451a3a055c8b86ad3478e3,SC,1,on-time,POSITIVE,5.6
chegou,60b90d12b2451a3a055c8b86ad3478e3,SC,1,arrived,POSITIVE,2.5
dentro,60b90d12b2451a3a055c8b86ad3478e3,SC,1,within,POSITIVE,5.8
chegou,df61cd26aece2f40eb66883de3a81e1f,PR,1,arrived,POSITIVE,2.5
duas,9a40c467105246b59eb5dfa3f5b04539,PR,1,two-weeks,NEGATIVE,5.4
somente,9a40c467105246b59eb5dfa3f5b04539,PR,1,somente,NEGATIVE,4.5
recomendo,c65c67add2c5125ad17f0a85f2c87264,SP,1,recommend,POSITIVE,8.1
bom,793353e9c611a9aab6769fecbc7c65fd,SP,1,good,POSITIVE,13.5
hoje,1aa06061f2abdc063d3ab58ff9e86cde,SP,1,hoje,NEGATIVE,7.1
chegou,2a1c6a5612d7f6ef30ac8905ab262074,SP,1,arrived,POSITIVE,2.5
bom,2a1c6a5612d7f6ef30ac8905ab262074,SP,1,good,POSITIVE,13.5
recomendo,2a1c6a5612d7f6ef30ac8905ab262074,SP,1,recommend,POSITIVE,8.1
prazo,b6b37898db2f4f8ade35aeda94a19c91,SP,1,on-time,POSITIVE,5.6
chegou,b6b37898db2f4f8ade35aeda94a19c91,SP,1,arrived,POSITIVE,2.5
recomendo,b6b37898db2f4f8ade35aeda94a19c91,SP,1,recommend,POSITIVE,8.1
bom,c0e0337ea8446b1f9e9eee331b2617c3,SP,1,good,POSITIVE,13.5
prazo,6df0e5a8b0965f06d2e1219c846e1ad8,BA,1,on-time,POSITIVE,5.6
qualidade,6df0e5a8b0965f06d2e1219c846e1ad8,BA,1,quality,POSITIVE,3.6
bom,b5b79bbbc8693953906951dad6a55f07,PR,1,good,POSITIVE,13.5
pedi,87ad518d2d4ad356d66440d337c509de,SP,1,pedi,NEGATIVE,4.7
cor,87ad518d2d4ad356d66440d337c509de,SP,1,cor,NEGATIVE,2.1
excelente,1a4dc88681af860f27b5e7af0cf35ecd,SP,1,excellent,POSITIVE,91.3
prazo,59a1c1915aa1c7382762e3adae5f0877,MG,1,on-time,POSITIVE,5.6
chegou,59a1c1915aa1c7382762e3adae5f0877,MG,1,arrived,POSITIVE,2.5
amei,59a1c1915aa1c7382762e3adae5f0877,MG,1,loved-it,POSITIVE,119.8
dois,96519c210f6dfe22f8e85cad134443ae,SP,1,dois,NEGATIVE,5.5
atendimento,3dc3012f8b35d3e48e9a5537d549986f,MG,1,atendimento,POSITIVE,4.1
bom,198d8b83646f4c7c43be3a2e59364f1a,SP,1,good,POSITIVE,13.5
chegou,49df96b5d7690592c9cfc2c3c10e9a5a,SP,1,arrived,POSITIVE,2.5
super,49df96b5d7690592c9cfc2c3c10e9a5a,SP,1,super,POSITIVE,16.4
satisfeito,a4a299d455f10745e482d45fa2627558,SP,1,satisfeito,POSITIVE,24.9
chegou,b6fa3751148ad8ba139779f6543951d9,RJ,1,arrived,POSITIVE,2.5
prazo,ab668aaea7f0e48e485474b11f44c582,SP,1,on-time,POSITIVE,5.6
qualidade,ab668aaea7f0e48e485474b11f44c582,SP,1,quality,POSITIVE,3.6
boa,ab668aaea7f0e48e485474b11f44c582,SP,1,good(f),POSITIVE,4.9
bom,93ef5624aaaeded1aa197fd63116d902,SP,1,good,POSITIVE,13.5
lindo,256d17dcfae69f2c09f3ab3daf76b0ef,MG,1,beautiful,POSITIVE,41.8
pedi,256d17dcfae69f2c09f3ab3daf76b0ef,MG,1,pedi,NEGATIVE,4.7
prazo,50ef6a06a587a4f97f8483946c692e70,SP,1,on-time,POSITIVE,5.6
gostei,50ef6a06a587a4f97f8483946c692e70,SP,1,liked,POSITIVE,4.1
bom,bd859dd7a6a1b8c1df9fcb75c3604eaf,SP,1,good,POSITIVE,13.5
super,6283d2cb264f76928dffd1faf0f5ff33,SP,1,super,POSITIVE,16.4
comprar,6283d2cb264f76928dffd1faf0f5ff33,SP,1,buy-again,POSITIVE,3.1
quero,6283d2cb264f76928dffd1faf0f5ff33,SP,1,I-want-refund,NEGATIVE,12.0
diferente,6283d2cb264f76928dffd1faf0f5ff33,SP,1,different-item,NEGATIVE,6.3
errado,6283d2cb264f76928dffd1faf0f5ff33,SP,1,wrong,NEGATIVE,7.2
tinha,6283d2cb264f76928dffd1faf0f5ff33,SP,1,tinha,NEGATIVE,3.2
dentro,6a0633b045fa76bef36ac14dd4a3f165,SP,1,within,POSITIVE,5.8
duas,6a0633b045fa76bef36ac14dd4a3f165,SP,1,two-weeks,NEGATIVE,5.4
tinha,6a0633b045fa76bef36ac14dd4a3f165,SP,1,tinha,NEGATIVE,3.2
prazo,f063fd7dd487e7fbaa3dae8d260b2ec6,MG,1,on-time,POSITIVE,5.6
chegou,f063fd7dd487e7fbaa3dae8d260b2ec6,MG,1,arrived,POSITIVE,2.5
correto,f063fd7dd487e7fbaa3dae8d260b2ec6,MG,1,correto,POSITIVE,4.2
contato,0ca8999f0176e37f35b6e49a9b2569da,SP,1,no-contact,NEGATIVE,12.0
resposta,0ca8999f0176e37f35b6e49a9b2569da,SP,1,no-response,NEGATIVE,23.5
retorno,0ca8999f0176e37f35b6e49a9b2569da,SP,1,no-callback,NEGATIVE,19.4
conforme,574e38ca454c86f60df545b65a03277d,SP,1,as-expected,POSITIVE,4.3
nem,574e38ca454c86f60df545b65a03277d,SP,1,not-even,NEGATIVE,9.2
prazo,74960f1e9b23374fc910ece2c75a8f20,SP,1,on-time,POSITIVE,5.6
recomendo,74960f1e9b23374fc910ece2c75a8f20,SP,1,recommend,POSITIVE,8.1
qualidade,74960f1e9b23374fc910ece2c75a8f20,SP,1,quality,POSITIVE,3.6
excelente,74960f1e9b23374fc910ece2c75a8f20,SP,1,excellent,POSITIVE,91.3
super,74960f1e9b23374fc910ece2c75a8f20,SP,1,super,POSITIVE,16.4
comprar,74960f1e9b23374fc910ece2c75a8f20,SP,1,buy-again,POSITIVE,3.1
fiscal,a383762bd79949e1b34878460042cd23,SP,1,fiscal,NEGATIVE,4.8
prazo,f668d0f937d3cc7fb451feb48edba7a7,SP,1,on-time,POSITIVE,5.6
chegou,ae06ecd5e96edbfc44668e2cd8e0ff84,SP,1,arrived,POSITIVE,2.5
contato,ae06ecd5e96edbfc44668e2cd8e0ff84,SP,1,no-contact,NEGATIVE,12.0
entregaram,ae06ecd5e96edbfc44668e2cd8e0ff84,SP,1,entregaram,NEGATIVE,2.5
troca,ae06ecd5e96edbfc44668e2cd8e0ff84,SP,1,exchange,NEGATIVE,6.1
defeito,ae06ecd5e96edbfc44668e2cd8e0ff84,SP,1,defective,NEGATIVE,4.2
prazo,753276a5b8f820bbd0000f93b319bc0c,SP,1,on-time,POSITIVE,5.6
amei,270f5a5025de7523edbc65d690647f33,BA,1,loved-it,POSITIVE,119.8
bom,de86d7a1250c84c7845795cdcf16a9ad,SP,1,good,POSITIVE,13.5
gostei,de86d7a1250c84c7845795cdcf16a9ad,SP,1,liked,POSITIVE,4.1
prazo,843b7dada8b84daa895c7978c62f9e43,PR,1,on-time,POSITIVE,5.6
bom,843b7dada8b84daa895c7978c62f9e43,PR,1,good,POSITIVE,13.5
prazo,f068cf7680252cb38a48b6c831c03342,SP,1,on-time,POSITIVE,5.6
chegou,f068cf7680252cb38a48b6c831c03342,SP,1,arrived,POSITIVE,2.5
recomendo,f068cf7680252cb38a48b6c831c03342,SP,1,recommend,POSITIVE,8.1
correto,f068cf7680252cb38a48b6c831c03342,SP,1,correto,POSITIVE,4.2
prazo,b899e470532d1245c5f85d3cfd42d404,SP,1,on-time,POSITIVE,5.6
momento,b899e470532d1245c5f85d3cfd42d404,SP,1,until-now,NEGATIVE,7.6
receber,b899e470532d1245c5f85d3cfd42d404,SP,1,yet-to-receive,NEGATIVE,4.7
boa,1c2dcebc8729b58ef305048ff12b1540,SP,1,good(f),POSITIVE,4.9
prazo,152a293b457051eb0d7673c27bba44c7,RS,1,on-time,POSITIVE,5.6
satisfeito,152a293b457051eb0d7673c27bba44c7,RS,1,satisfeito,POSITIVE,24.9
defeito,152a293b457051eb0d7673c27bba44c7,RS,1,defective,NEGATIVE,4.2
bom,87a99c9be1a72ccd14a90ce72e2544c3,SP,1,good,POSITIVE,13.5
prazo,4e26917edee71b496c27c12c72640436,SC,1,on-time,POSITIVE,5.6
recomendo,faf914d3d1ca3436b58cc0140842310e,SP,1,recommend,POSITIVE,8.1
prazo,423000c9a3d2d87b594ab701c1c9b944,SP,1,on-time,POSITIVE,5.6
chegou,423000c9a3d2d87b594ab701c1c9b944,SP,1,arrived,POSITIVE,2.5
bom,4aac204400464cdc3239fecb78095120,SP,1,good,POSITIVE,13.5
pedi,1f11f0ab2b0ec59d0ec45f7f810a04f8,SP,1,pedi,NEGATIVE,4.7
gostei,e8844ed350d0a0556e982b89e2d727cb,DF,1,liked,POSITIVE,4.1
quero,5f3ce710839dcf62389d5187ece2d4e8,SP,1,I-want-refund,NEGATIVE,12.0
fiz,5f3ce710839dcf62389d5187ece2d4e8,SP,1,I-made-complaint,NEGATIVE,4.0
fiscal,5f3ce710839dcf62389d5187ece2d4e8,SP,1,fiscal,NEGATIVE,4.8
somente,5f3ce710839dcf62389d5187ece2d4e8,SP,1,somente,NEGATIVE,4.5
bom,ea1e1ffc5007718537ed671406b8538d,SP,1,good,POSITIVE,13.5
qualidade,7a242c07bdf25150ab522513760d6b8b,DF,1,quality,POSITIVE,3.6
dois,7a242c07bdf25150ab522513760d6b8b,DF,1,dois,NEGATIVE,5.5
qualidade,28a132c45555139dcd554dfcf6d21ef9,SP,1,quality,POSITIVE,3.6
prazo,0c6e84e1109b6c5630774291a85fef1c,SP,1,on-time,POSITIVE,5.6
dentro,0c6e84e1109b6c5630774291a85fef1c,SP,1,within,POSITIVE,5.8
contato,04f1689642ed3c3e45244d4f7b2fe731,SP,1,no-contact,NEGATIVE,12.0
fiscal,04f1689642ed3c3e45244d4f7b2fe731,SP,1,fiscal,NEGATIVE,4.8
recomendo,8e89832cd01aae257e9608ce09e0caad,PR,1,recommend,POSITIVE,8.1
nem,1aaa4f61529fb2b392016a694b437885,SP,1,not-even,NEGATIVE,9.2
paguei,1aaa4f61529fb2b392016a694b437885,SP,1,I-paid-for,NEGATIVE,9.6
aguardo,1aaa4f61529fb2b392016a694b437885,SP,1,waiting,NEGATIVE,11.0
saber,1aaa4f61529fb2b392016a694b437885,SP,1,saber,NEGATIVE,8.1
fiscal,1aaa4f61529fb2b392016a694b437885,SP,1,fiscal,NEGATIVE,4.8
gostaria,1aaa4f61529fb2b392016a694b437885,SP,1,gostaria,NEGATIVE,4.5
contato,a584b2acfafd53fc605e76baa4a5cfaf,SP,1,no-contact,NEGATIVE,12.0
chegou,440efc866515b274c87852a745f91726,SP,1,arrived,POSITIVE,2.5
quero,440efc866515b274c87852a745f91726,SP,1,I-want-refund,NEGATIVE,12.0
saber,440efc866515b274c87852a745f91726,SP,1,saber,NEGATIVE,8.1
chegou,0cc4f59df564ec8dd6539dfdd8b29472,SP,1,arrived,POSITIVE,2.5
momento,0cc4f59df564ec8dd6539dfdd8b29472,SP,1,until-now,NEGATIVE,7.6
fiscal,0cc4f59df564ec8dd6539dfdd8b29472,SP,1,fiscal,NEGATIVE,4.8
prazo,aa70246e9f9947e5a9a5e69684afe114,SP,1,on-time,POSITIVE,5.6
prazo,cc386d88850ca6f0931002051ac835d8,SP,1,on-time,POSITIVE,5.6
chegou,cc386d88850ca6f0931002051ac835d8,SP,1,arrived,POSITIVE,2.5
recomendo,99a12301d30f34d260111f258570bbfc,SP,1,recommend,POSITIVE,8.1
chegou,8c6eb35c6bb5e1a9dbf00531ab9404e3,SP,1,arrived,POSITIVE,2.5
contato,eca71337cf21604694b68488edfa6d86,SP,1,no-contact,NEGATIVE,12.0
retorno,eca71337cf21604694b68488edfa6d86,SP,1,no-callback,NEGATIVE,19.4
errado,eca71337cf21604694b68488edfa6d86,SP,1,wrong,NEGATIVE,7.2
